,Year,Month,Day,User Score,Title,Genre,Duration [minutes],Director,Lead_Actor_1,Lead_Actor_2,Budget [USD],Revenue [USD],Language,Classification
2620,2016,Apr,21,71,At the End of the Tunnel (2016),"['Crime', 'Thriller']",2,Rodrigo Grande,Leonardo Sbaraglia,Pablo Echarri,-,-,Spanish; Castilian,R
2621,1979,Oct,19,71,...And Justice for All (1979),"['Crime', 'Drama', 'Thriller']",119,Norman Jewison,Al Pacino,Jack Warden,"$6,000,000.00","$33,300,000.00",English,R
2622,1986,Aug,17,71,Luxo Jr. (1986),"['Animation', 'Comedy']",2,John Lasseter,None,None,-,-,English,G
2623,2007,Mar,22,71,Shooter (2007),"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",124,Antoine Fuqua,Mark Wahlberg,Michael Peña,"$61,000,000.00","$95,696,996.00",English,R
2624,2021,Mar,18,71,The Courier (2021),"['Thriller', 'History', 'Drama', 'Action']",112,Dominic Cooke,Benedict Cumberbatch,Merab Ninidze,-,"$26,000,000.00",English,PG13
2625,2016,Nov,11,71,Raw (2016),"['Drama', 'Horror']",99,Julia Ducournau,Garance Marillier,Ella Rumpf,"$3,500,000.00","$4,100,000.00",French,R
2626,1992,Sep,02,71,Bitter Moon (1992),"['Thriller', 'Drama', 'Romance']",139,Roman Polanski,Hugh Grant,Kristin Scott Thomas,"$5,000,000.00","$1,862,805.00",English,R
2627,1993,Jul,16,71,Hocus Pocus (1993),"['Fantasy', 'Comedy', 'Family']",96,Mick Garris,Bette Midler,Sarah Jessica Parker,"$28,000,000.00","$39,514,713.00",English,PG
2628,2006,Dec,08,71,The Holiday (2006),"['Comedy', 'Romance']",136,Nancy Meyers,Cameron Diaz,Kate Winslet,"$85,000,000.00","$194,168,700.00",English,PG13
2629,2005,Dec,23,71,Transamerica (2005),['Drama'],103,Duncan Tucker,Felicity Huffman,Kevin Zegers,"$1,000,000.00","$13,350,369.00",English,R
2630,2019,Jan,09,71,Invisibles (2019),"['Comedy', 'Drama']",102,Louis-Julien Petit,Audrey Lamy,Corinne Masiero,-,-,French,U
2631,2002,Jan,01,71,"The Legend of Al, John and Jack (2002)","['Comedy', 'Crime']",105,Giacomo Poretti,Aldo Baglio,Giovanni Storti,-,-,Italian,
2632,2020,Dec,30,71,Pieces of a Woman (2020),['Drama'],127,Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,-,-,English,R
2633,2017,Sep,29,71,Goodbye Christopher Robin (2017),"['Family', 'History', 'Drama']",107,Simon Curtis,Domhnall Gleeson,Margot Robbie,-,"$7,299,662.00",English,PG
2634,2010,Nov,18,71,The Next Three Days (2010),"['Romance', 'Drama', 'Thriller', 'Crime']",133,Paul Haggis,Russell Crowe,Elizabeth Banks,"$30,000,000.00","$67,448,651.00",English,PG13
2635,2020,Jan,17,71,A Fall from Grace (2020),"['Drama', 'Thriller', 'Mystery']",2,Tyler Perry,Crystal Fox,Phylicia Rashād,-,-,English,NR
2636,2017,Feb,15,71,Handsome Devil (2017),['Drama'],95,John Butler,Fionn O'Shea,Nicholas Galitzine,"$1,050,000.00",-,English,14A
2637,2014,Oct,02,71,The Absent One (2014),['Thriller'],116,Mikkel Nørgaard,Nikolaj Lie Kaas,Fares Fares,"$5,848,257.00",-,Danish,NR
2638,1963,Jun,12,71,Cleopatra (1963),"['Drama', 'History', 'Romance']",248,Joseph L. Mankiewicz,Elizabeth Taylor,Rex Harrison,"$44,000,000.00","$71,000,000.00",English,G
2639,1985,Feb,08,71,Witness (1985),"['Crime', 'Drama', 'Romance', 'Thriller']",112,Peter Weir,Harrison Ford,Kelly McGillis,"$12,000,000.00","$68,706,993.00",English,R
2640,1980,Jun,20,71,Brubaker (1980),"['Crime', 'Drama']",125,W.D. Richter,Robert Redford,Yaphet Kotto,"$9,000,000.00","$37,121,708.00",English,R
2641,2016,Jun,27,71,Nerve (2016),"['Mystery', 'Adventure', 'Crime']",96,Henry Joost,Emma Roberts,Dave Franco,"$19,000,000.00","$85,241,496.00",English,PG13
2642,2010,Oct,15,71,Conviction (2010),['Drama'],107,Tony Goldwyn,Hilary Swank,Sam Rockwell,"$12,500,000.00","$11,826,980.00",English,R
2643,2010,Nov,12,71,127 Hours (2010),"['Adventure', 'Drama', 'Thriller']",94,Danny Boyle,James Franco,Amber Tamblyn,"$18,000,000.00","$35,692,920.00",English,R
2644,1993,Apr,16,71,Benny &amp; Joon (1993),"['Comedy', 'Drama']",98,Jeremiah S. Chechik,Johnny Depp,Mary Stuart Masterson,-,"$23,202,734.00",English,PG
2645,1987,Jul,31,71,The Lost Boys (1987),"['Horror', 'Thriller', 'Comedy']",97,Joel Schumacher,Jason Patric,Corey Haim,"$8,500,000.00","$32,222,567.00",English,R
2646,2004,Oct,22,71,Sideways (2004),"['Comedy', 'Drama', 'Romance']",127,Alexander Payne,Paul Giamatti,Thomas Haden Church,"$16,000,000.00","$109,502,303.00",English,R
2647,1998,Jul,29,71,The Negotiator (1998),"['Action', 'Crime', 'Drama', 'Thriller']",140,F. Gary Gray,Samuel L. Jackson,Kevin Spacey,"$50,000,000.00","$44,547,681.00",English,R
2648,1985,Nov,21,71,Rocky IV (1985),['Drama'],91,Sylvester Stallone,Sylvester Stallone,Talia Shire,"$31,000,000.00","$300,473,716.00",English,PG
2649,1991,Feb,01,71,My Own Private Idaho (1991),['Drama'],104,Gus Van Sant,River Phoenix,Keanu Reeves,"$2,500,000.00","$6,401,336.00",English,R
2650,2000,Mar,23,71,Traffic (2000),"['Thriller', 'Drama', 'Crime']",147,Steven Soderbergh,Michael Douglas,Benicio del Toro,"$48,000,000.00","$207,515,725.00",English,R
2651,2019,Jan,18,71,Love at Second Sight (2019),"['Comedy', 'Drama', 'Romance', 'Fantasy']",117,Hugo Gélin,François Civil,Joséphine Japy,"$7,950,000.00",-,French,U
2652,2021,Apr,29,71,Tom Clancy's Without Remorse (2021),"['Action', 'Thriller']",109,Stefano Sollima,Michael B. Jordan,Jamie Bell,-,-,English,R
2653,2012,Sep,11,71,Disconnect (2012),"['Drama', 'Thriller']",115,Henry Alex Rubin,Jason Bateman,Hope Davis,"$10,000,000.00","$3,428,048.00",English,R
2654,2007,Sep,07,71,The Assassination of Jesse James by the Coward Robert Ford (2007),"['Action', 'Drama', 'Western']",160,Andrew Dominik,Brad Pitt,Casey Affleck,"$30,000,000.00","$14,711,793.00",English,R
2655,2005,Oct,05,71,Caché (2005),"['Mystery', 'Drama', 'Thriller']",117,Michael Haneke,Daniel Auteuil,Juliette Binoche,"$8,731,048.00","$36,000,000.00",French,R
2656,2011,Sep,30,71,Take Shelter (2011),"['Thriller', 'Drama', 'Horror']",2,Jeff Nichols,Michael Shannon,Jessica Chastain,"$5,000,000.00","$3,099,314.00",English,R
2657,1971,Mar,12,71,The Andromeda Strain (1971),"['Science Fiction', 'Thriller']",131,Robert Wise,Arthur Hill,David Wayne,"$6,500,000.00","$12,376,563.00",English,G
2658,2003,Oct,03,71,School of Rock (2003),"['Comedy', 'Music', 'Family']",110,Richard Linklater,Jack Black,Joan Cusack,"$35,000,000.00","$131,095,990.00",English,PG13
2659,2022,Jan,14,71,The House (2022),"['Animation', 'Drama', 'Comedy', 'Horror', 'Fantasy']",97,Emma De Swaef,Mia Goth,Matthew Goode,-,-,English,R
2660,2021,Nov,26,71,Licorice Pizza (2021),"['Drama', 'Comedy']",133,Paul Thomas Anderson,Alana Haim,Cooper Hoffman,"$40,000,000.00","$27,423,319.00",English,13
2661,1999,May,10,71,Pirates of Silicon Valley (1999),['Drama'],97,Martyn Burke,Noah Wyle,Anthony Michael Hall,-,-,English,NR
2662,1998,Jan,30,71,Ringu (1998),"['Horror', 'Thriller']",96,Hideo Nakata,Nanako Matsushima,Miki Nakatani,"$1,200,000.00","$19,400,000.00",Japanese,NR
2663,2018,Dec,25,71,Vice (2018),"['Comedy', 'Drama']",132,Adam McKay,Christian Bale,Amy Adams,"$60,000,000.00","$76,073,488.00",English,R
2664,2012,Jul,02,71,Holy Motors (2012),"['Drama', 'Fantasy']",115,Leos Carax,Denis Lavant,Edith Scob,"$4,000,000.00","$641,100.00",French,NR
2665,1999,Dec,25,71,Galaxy Quest (1999),"['Comedy', 'Science Fiction', 'Adventure']",101,Dean Parisot,Tim Allen,Sigourney Weaver,"$45,000,000.00","$90,683,916.00",English,PG
2666,2009,Nov,27,71,The Girl Who Kicked the Hornet's Nest (2009),"['Action', 'Thriller', 'Crime', 'Mystery']",147,Daniel Alfredson,Michael Nyqvist,Noomi Rapace,"$4,000,000.00","$43,498,108.00",Swedish,R
2667,1992,Nov,20,71,Bad Lieutenant (1992),"['Crime', 'Drama']",96,Abel Ferrara,Harvey Keitel,Brian McElroy,"$1,000,000.00","$2,019,469.00",English,NC17
2668,1984,Jun,08,71,Top Secret! (1984),['Comedy'],90,Jerry Zucker,Val Kilmer,Lucy Gutteridge,"$9,000,000.00","$20,458,340.00",English,PG
2669,2011,Apr,08,71,Soul Surfer (2011),"['Family', 'Drama']",112,Sean McNamara,AnnaSophia Robb,Helen Hunt,"$18,000,000.00","$47,088,990.00",English,PG
2670,2019,Oct,04,71,Wonder Woman: Bloodlines (2019),"['Science Fiction', 'Animation', 'Action', 'Fantasy']",83,William Moulton Marston,Rosario Dawson,Marie Avgeropoulos,-,-,English,PG13
2671,1986,Jul,02,71,The Great Mouse Detective (1986),"['Animation', 'Family', 'Adventure', 'Mystery']",74,Burny Mattinson,Barrie Ingham,Val Bettin,"$14,000,000.00","$38,625,550.00",English,G
2672,2001,May,26,71,Metropolis (2001),"['Animation', 'Science Fiction']",108,Rintaro,Kei Kobayashi,Yuka Imoto,"$15,000,000.00","$4,035,192.00",Japanese,B
2673,2016,Feb,10,71,The Innocents (2016),"['Drama', 'History']",115,Anne Fontaine,Lou de Laâge,Agata Buzek,-,"$1,063,893.00",French,U
2674,2015,Apr,23,71,Far from the Madding Crowd (2015),"['Drama', 'Romance']",119,Thomas Vinterberg,Carey Mulligan,Matthias Schoenaerts,-,"$30,229,977.00",English,PG13
2675,1987,Jan,30,71,Radio Days (1987),"['Comedy', 'Drama', 'Music']",90,Woody Allen,Danny Aiello,Jeff Daniels,"$16,000,000.00",-,English,PG
2676,1903,Dec,07,71,The Great Train Robbery (1903),"['Crime', 'Action', 'Western']",12,Edwin S. Porter,Gilbert M. Anderson,John Manus Dougherty Sr.,$150.00,-,English,
2677,2020,Dec,09,70,Rose Island (2020),"['Comedy', 'Adventure']",2,Sydney Sibilia,Elio Germano,Matilda De Angelis,"$8,000,000.00",-,Italian,12
2678,1985,Aug,02,70,Fright Night (1985),"['Comedy', 'Horror']",107,Tom Holland,Chris Sarandon,William Ragsdale,"$9,000,000.00","$24,922,237.00",English,R
2679,2001,Jul,05,70,Shaolin Soccer (2001),"['Action', 'Comedy']",113,Stephen Chow,Stephen Chow,Zhao Wei,"$10,000,005.00","$42,776,760.00",Cantonese,A
2680,2009,Feb,19,70,The Lovely Bones (2009),"['Fantasy', 'Drama']",136,Peter Jackson,Saoirse Ronan,Mark Wahlberg,"$65,000,000.00","$93,621,340.00",English,PG13
2681,2021,Apr,30,70,22 vs. Earth (2021),"['Family', 'Comedy', 'Fantasy', 'Animation']",9,Kevin Nolting,Tina Fey,Alice Braga,-,-,English,G
2682,2019,Aug,21,70,Ready or Not (2019),"['Comedy', 'Horror', 'Thriller']",95,Matt Bettinelli-Olpin,Samara Weaving,Adam Brody,"$6,000,000.00","$57,615,777.00",English,R
2683,2013,Apr,26,70,Mud (2013),['Drama'],130,Jeff Nichols,Matthew McConaughey,Reese Witherspoon,"$10,000,000.00","$21,587,700.00",English,PG13
2684,2011,Dec,07,70,Mission: Impossible - Ghost Protocol (2011),"['Action', 'Thriller', 'Adventure']",133,Brad Bird,Tom Cruise,Paula Patton,"$145,000,000.00","$694,713,380.00",English,B
2685,2016,Jun,16,70,Finding Dory (2016),"['Adventure', 'Animation', 'Comedy', 'Family']",97,Andrew Stanton,Albert Brooks,Ellen DeGeneres,"$200,000,000.00","$1,028,570,889.00",English,PG
2686,2006,Feb,11,70,The Science of Sleep (2006),"['Comedy', 'Drama', 'Fantasy']",105,Michel Gondry,Gael García Bernal,Charlotte Gainsbourg,"$6,000,000.00","$9,524,340.00",French,R
2687,2014,Nov,12,70,Breathe (2014),['Drama'],91,Mélanie Laurent,Joséphine Japy,Lou de Laâge,-,-,French,Κ15
2688,2009,Feb,23,70,Futurama: Into the Wild Green Yonder (2009),"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']",90,Peter Avanzino,Billy West,Katey Sagal,-,-,English,B
2689,1985,Nov,15,70,Runaway Train (1985),"['Action', 'Thriller', 'Drama', 'Adventure']",111,Andrei Konchalovsky,Jon Voight,Eric Roberts,"$9,000,000.00","$7,936,012.00",English,R
2690,1988,Feb,05,70,The Unbearable Lightness of Being (1988),"['Comedy', 'Romance', 'Drama']",171,Philip Kaufman,Daniel Day-Lewis,Juliette Binoche,"$17,000,000.00","$10,006,806.00",English,R
2691,2019,Mar,29,70,Shazam! (2019),"['Action', 'Comedy', 'Fantasy']",132,Henry Gayden,Zachary Levi,Mark Strong,"$80,000,000.00","$366,080,049.00",English,B
2692,1980,Mar,28,70,The Changeling (1980),['Horror'],103,Peter Medak,George C. Scott,Trish Van Devere,"$7,600,000.00","$12,000,000.00",English,R
2693,1986,Aug,16,70,Armour of God (1986),"['Adventure', 'Action', 'Comedy']",98,Jackie Chan,Jackie Chan,Alan Tam,"$15,000,000.00",-,Cantonese,12
2694,1973,Aug,01,70,American Graffiti (1973),"['Comedy', 'Drama']",110,George Lucas,Richard Dreyfuss,Ron Howard,"$777,000.00","$140,000,000.00",English,PG
2695,2016,Aug,01,70,Boyka: Undisputed IV (2016),"['Action', 'Drama']",87,Todor Chapkanov,Scott Adkins,Teodora Duhovnikova,-,-,English,R
2696,2013,Mar,13,70,Jappeloup (2013),['Drama'],130,Christian Duguay,Guillaume Canet,Marina Hands,-,-,French,6
2697,2016,Oct,13,70,The Accountant (2016),"['Crime', 'Thriller', 'Drama']",128,Gavin O'Connor,Ben Affleck,Anna Kendrick,"$44,000,000.00","$155,160,045.00",English,B15
2698,1994,Jul,15,70,True Lies (1994),"['Action', 'Thriller']",141,James Cameron,Arnold Schwarzenegger,Jamie Lee Curtis,"$115,000,000.00","$378,882,411.00",English,R
2699,2019,May,24,70,Booksmart (2019),['Comedy'],102,Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,"$6,000,000.00","$24,849,029.00",English,R
2700,2018,Oct,10,70,First Man (2018),"['History', 'Drama']",141,Damien Chazelle,Ryan Gosling,Claire Foy,"$70,000,000.00","$105,702,570.00",English,PG13
2701,2015,Jan,27,70,Justice League: Throne of Atlantis (2015),"['Science Fiction', 'Action', 'Animation', 'Adventure']",72,Jerry Siegel,Sean Astin,Rosario Dawson,"$3,500,000.00",-,English,B
2702,2009,Apr,30,70,Thirst (2009),"['Drama', 'Horror', 'Thriller']",134,Park Chan-wook,Song Kang-ho,Kim Ok-vin,"$5,000,000.00","$13,085,023.00",Korean,R
2703,2004,Nov,15,70,Mickey's Twice Upon a Christmas (2004),"['Animation', 'Family']",68,Carole Holliday,Wayne Allwine,Tony Anselmo,"$10,000,000.00",-,English,G
2704,1990,Aug,17,70,Wild at Heart (1990),"['Comedy', 'Crime', 'Thriller']",125,David Lynch,Nicolas Cage,Laura Dern,"$9,500,000.00","$14,560,247.00",English,R
2705,2015,Dec,09,70,Comment c'est loin (2015),['Comedy'],90,Christophe Offenstein,Orelsan,Gringe,"$2,023,920.00",-,French,U
2706,1992,Dec,30,70,Lorenzo's Oil (1992),['Drama'],135,George Miller,Nick Nolte,Susan Sarandon,-,"$7,286,388.00",English,PG13
2707,2013,Jan,19,70,The Kings of Summer (2013),"['Comedy', 'Drama']",93,Jordan Vogt-Roberts,Nick Robinson,Gabriel Basso,"$1,500,000.00","$1,400,000.00",English,R
2708,1996,Mar,08,70,The Birdcage (1996),['Comedy'],117,Mike Nichols,Robin Williams,Nathan Lane,"$31,000,000.00","$185,260,553.00",English,R
2709,1978,Jul,27,70,Animal House (1978),['Comedy'],109,John Landis,John Belushi,Tim Matheson,"$2,700,000.00","$141,000,000.00",English,R
2710,2007,Dec,05,70,Juno (2007),"['Comedy', 'Drama', 'Romance']",96,Jason Reitman,Elliot Page,Michael Cera,"$7,500,000.00","$232,372,681.00",English,B
2711,1991,Dec,27,70,Naked Lunch (1991),"['Crime', 'Drama']",115,David Cronenberg,Peter Weller,Judy Davis,"$16,000,000.00",-,English,R
2712,1985,Mar,27,70,Ladyhawke (1985),"['Adventure', 'Comedy', 'Drama', 'Fantasy']",121,Richard Donner,Matthew Broderick,Rutger Hauer,"$20,000,000.00","$18,432,000.00",English,PG13
2713,2022,Feb,02,70,The Tinder Swindler (2022),"['Documentary', 'Crime']",114,Felicity Morris,Shimon Yehuda Hayut,Kristoffer Kumar,-,-,English,12
2714,2018,Sep,24,70,Boy Erased (2018),['Drama'],115,Joel Edgerton,Lucas Hedges,Nicole Kidman,-,"$7,928,149.00",English,R
2715,2016,Mar,10,70,Eye in the Sky (2016),"['Drama', 'Thriller', 'War']",102,Gavin Hood,Helen Mirren,Aaron Paul,"$13,000,000.00","$18,704,595.00",English,R
2716,1992,Oct,09,70,A River Runs Through It (1992),"['Drama', 'Family']",123,Norman Maclean,Craig Sheffer,Brad Pitt,"$12,000,000.00","$43,440,294.00",English,PG
2717,2021,Jul,14,70,The Medium (2021),"['Horror', 'Thriller']",131,Banjong Pisanthanakun,Narilya Gulmongkolpech,Sawanee Utoomma,-,"$7,230,000.00",Thai,18
2718,2012,Aug,29,70,Lawless (2012),"['Crime', 'Drama', 'Western']",115,John Hillcoat,Shia LaBeouf,Tom Hardy,"$26,000,000.00","$53,676,580.00",English,R
2719,2020,Jul,22,70,The King of Staten Island (2020),"['Comedy', 'Drama']",137,Judd Apatow,Pete Davidson,Marisa Tomei,-,-,English,R
2720,2018,Nov,16,70,The Princess Switch (2018),"['Romance', 'Comedy']",101,Mike Rohl,Vanessa Hudgens,Nick Sagar,-,-,English,PG
2721,2021,Nov,05,70,Love Hard (2021),"['Comedy', 'Romance']",105,Hernán Jiménez,Nina Dobrev,Jimmy O. Yang,-,-,English,14
2722,2014,Sep,25,70,Marshland (2014),"['Thriller', 'Crime', 'Mystery']",105,Alberto Rodríguez,Raúl Arévalo,Javier Gutiérrez,"$4,000,000.00","$5,169,755.00",Spanish; Castilian,16
2723,2010,Nov,22,70,Love &amp; Other Drugs (2010),"['Drama', 'Comedy', 'Romance']",112,Edward Zwick,Jake Gyllenhaal,Anne Hathaway,"$30,000,000.00","$102,820,008.00",English,R
2724,1950,Feb,22,70,Cinderella (1950),"['Family', 'Fantasy', 'Animation', 'Romance']",74,Clyde Geronimi,Ilene Woods,Eleanor Audley,"$2,900,000.00","$263,591,415.00",English,G
2725,2018,May,18,70,First Reformed (2018),['Drama'],113,Paul Schrader,Ethan Hawke,Amanda Seyfried,"$3,500,000.00","$2,525,738.00",English,B15
2726,2018,Jul,25,70,The Darkest Minds (2018),"['Action', 'Adventure', 'Drama']",105,Jennifer Yuh Nelson,Amandla Stenberg,Harris Dickinson,"$34,000,000.00","$41,142,379.00",English,PG13
2727,1974,Dec,14,70,The Towering Inferno (1974),"['Action', 'Drama', 'Thriller']",165,John Guillermin,Steve McQueen,Paul Newman,"$14,000,000.00","$116,000,000.00",English,PG
2728,2005,Jul,13,70,Charlie and the Chocolate Factory (2005),"['Adventure', 'Comedy', 'Family', 'Fantasy']",115,Roald Dahl,Johnny Depp,Freddie Highmore,"$150,000,000.00","$474,968,763.00",English,A
2729,2019,Sep,12,70,The Report (2019),"['Thriller', 'Drama']",118,Scott Z. Burns,Adam Driver,Annette Bening,-,-,English,R
2730,2014,May,13,70,Son of Batman (2014),"['Animation', 'Action', 'Adventure']",74,Bob Kane,Jason O'Mara,Stuart Allan,-,-,English,B
2731,1981,Dec,16,70,Quest for Fire (1981),"['Adventure', 'Drama']",100,Jean-Jacques Annaud,Everett McGill,Ron Perlman,"$12,000,000.00","$55,260,558.00",French,U
2732,2022,Jul,13,70,The Gray Man (2022),"['Action', 'Thriller']",128,Joe Russo,Ryan Gosling,Chris Evans,"$200,000,000.00",-,English,PG13
2733,2017,Aug,06,70,Mary Shelley (2017),"['Drama', 'Romance']",2,Haifaa al-Mansour,Elle Fanning,Douglas Booth,-,-,English,PG13
2734,1988,Oct,14,70,The Accused (1988),['Drama'],111,Jonathan Kaplan,Kelly McGillis,Jodie Foster,-,-,English,R
2735,2022,May,20,70,Chip 'n Dale: Rescue Rangers (2022),"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",99,Akiva Schaffer,Andy Samberg,John Mulaney,-,-,English,PG
2736,2016,Dec,12,70,Patriots Day (2016),"['Action', 'Crime', 'Drama', 'History', 'Thriller']",133,Peter Berg,Mark Wahlberg,John Goodman,"$45,000,000.00","$50,548,152.00",English,R
2737,2001,Jun,29,70,A.I. Artificial Intelligence (2001),"['Drama', 'Science Fiction', 'Adventure']",146,Steven Spielberg,Haley Joel Osment,Jude Law,"$100,000,000.00","$235,926,552.00",English,PG13
2738,2021,Dec,02,70,Nightmare Alley (2021),"['Crime', 'Drama', 'Thriller']",150,Guillermo del Toro,Bradley Cooper,Rooney Mara,"$60,000,000.00","$39,629,195.00",English,R
2739,2019,Oct,04,70,Dolemite Is My Name (2019),"['Drama', 'Comedy', 'History']",118,Craig Brewer,Eddie Murphy,Keegan-Michael Key,-,-,English,R
2740,2013,Jun,19,70,Monsters University (2013),"['Animation', 'Family']",104,Dan Scanlon,Billy Crystal,John Goodman,"$200,000,000.00","$743,559,607.00",English,AA
2741,1992,Mar,13,70,Howards End (1992),"['Drama', 'Romance']",142,James Ivory,Emma Thompson,Helena Bonham Carter,"$8,000,000.00","$26,126,837.00",English,PG
2742,1972,Oct,14,70,Last Tango in Paris (1972),"['Drama', 'Romance']",129,Bernardo Bertolucci,Marlon Brando,Maria Schneider,"$1,250,000.00","$36,144,000.00",Italian,NC17
2743,2021,Nov,03,70,Eternals (2021),"['Science Fiction', 'Action', 'Adventure']",156,Chloé Zhao,Gemma Chan,Richard Madden,"$200,000,000.00","$402,064,899.00",English,B
2744,2012,Feb,22,70,Barbie in A Mermaid Tale 2 (2012),"['Animation', 'Family']",74,Ruth Handler,Kelly Sheridan,Ashleigh Ball,-,"$15,489,307.00",English,G
2745,1985,Dec,13,70,A Room with a View (1985),"['Drama', 'Romance']",117,E.M. Forster,Helena Bonham Carter,Julian Sands,"$3,000,000.00","$20,966,644.00",English,NR
2746,1987,Mar,01,70,Raising Arizona (1987),"['Comedy', 'Crime']",94,Joel Coen,Nicolas Cage,Holly Hunter,"$6,000,000.00","$29,180,280.00",English,PG13
2747,2016,Mar,30,70,Five (2016),['Comedy'],102,Igor Gotesman,Pierre Niney,François Civil,-,-,French,15
2748,2011,Aug,24,70,This Must Be the Place (2011),['Drama'],118,Paolo Sorrentino,Sean Penn,Olwen Fouéré,"$25,000,000.00","$11,790,979.00",English,R
2749,2001,Dec,22,70,Ichi the Killer (2001),"['Action', 'Crime', 'Horror']",129,Takashi Miike,Tadanobu Asano,Nao Omori,"$1,400,010.00","$80,631.00",Japanese,18
2750,1986,May,16,70,Top Gun (1986),"['Action', 'Drama']",110,Tony Scott,Tom Cruise,Kelly McGillis,"$15,000,000.00","$356,830,601.00",English,PG
2751,2003,May,15,70,The Matrix Reloaded (2003),"['Adventure', 'Action', 'Thriller', 'Science Fiction']",138,Lana Wachowski,Keanu Reeves,Laurence Fishburne,"$150,000,000.00","$738,599,701.00",English,B15
2752,1999,Dec,31,70,Fantasia 2000 (1999),"['Animation', 'Family', 'Music']",74,Paul Brizzi,Steve Martin,Itzhak Perlman,"$80,000,000.00","$60,655,420.00",English,G
2753,2019,Sep,11,70,I See You (2019),"['Thriller', 'Mystery', 'Horror', 'Crime']",98,Adam Randall,Helen Hunt,Jon Tenney,"$3,000,000.00",-,English,R
2754,2011,Sep,09,70,God Bless America (2011),"['Comedy', 'Drama']",104,Bobcat Goldthwait,Joel Murray,Tara Lynne Barr,-,-,English,R
2755,1971,Feb,03,70,Get Carter (1971),"['Crime', 'Thriller']",112,Mike Hodges,Michael Caine,Ian Hendry,"$1,814,462.00",-,English,R
2756,1970,Feb,18,70,M*A*S*H (1970),"['Comedy', 'Drama', 'War']",116,Robert Altman,Donald Sutherland,Elliott Gould,"$3,500,000.00","$81,600,000.00",English,R
2757,2019,May,02,70,"Extremely Wicked, Shockingly Evil and Vile (2019)",['Crime'],111,Joe Berlinger,Zac Efron,Lily Collins,-,-,English,R
2758,2012,Oct,19,70,The First Time (2012),"['Drama', 'Comedy', 'Romance']",95,Jonathan Kasdan,Dylan O'Brien,Britt Robertson,-,"$22,836.00",English,PG13
2759,1998,Oct,16,70,Radiofreccia (1998),"['Drama', 'Music']",112,Luciano Ligabue,Stefano Accorsi,Luciano Federico,-,-,Italian,VM14
2760,1956,Jun,27,70,Moby Dick (1956),"['Adventure', 'Drama']",116,John Huston,Gregory Peck,Richard Basehart,"$4,500,000.00","$10,400,000.00",English,U
2761,2003,Jul,22,70,Seabiscuit (2003),"['Drama', 'History']",141,Gary Ross,Tobey Maguire,David McCullough,"$87,000,000.00","$148,336,445.00",English,PG13
2762,2015,Sep,09,70,Legend (2015),"['Crime', 'Thriller']",132,Brian Helgeland,Tom Hardy,Emily Browning,"$25,000,000.00","$42,972,994.00",English,R
2763,2013,Nov,07,70,Suck Me Shakespeer (2013),['Comedy'],119,Bora Dağtekin,Elyas M'Barek,Karoline Herfurth,"$5,000,000.00",-,German,12
2764,2012,Oct,25,70,Chasing Mavericks (2012),['Drama'],117,Curtis Hanson,Gerard Butler,Jonny Weston,-,"$7,900,000.00",English,PG
2765,2002,Dec,06,70,Equilibrium (2002),"['Action', 'Science Fiction', 'Thriller']",107,Kurt Wimmer,Christian Bale,Taye Diggs,"$20,000,000.00","$5,359,645.00",English,R
2766,1983,Oct,21,70,The Dead Zone (1983),"['Thriller', 'Horror', 'Science Fiction']",103,David Cronenberg,Christopher Walken,Brooke Adams,"$10,000,000.00","$20,766,616.00",English,R
2767,1955,Oct,03,70,The Trouble with Harry (1955),"['Comedy', 'Mystery', 'Thriller']",99,Alfred Hitchcock,Edmund Gwenn,John Forsythe,"$1,200,000.00","$7,000,000.00",English,PG
2768,1991,Dec,06,70,Star Trek VI: The Undiscovered Country (1991),"['Science Fiction', 'Action', 'Adventure', 'Thriller']",113,Nicholas Meyer,William Shatner,Leonard Nimoy,"$27,000,000.00","$96,900,000.00",English,PG
2769,2014,Dec,02,70,Toy Story That Time Forgot (2014),"['Animation', 'Family', 'Adventure', 'Comedy']",22,Steve Purcell,Kristen Schaal,Kevin McKidd,-,-,English,G
2770,1993,Jul,10,70,Dragon Ball Z: Bojack Unbound (1993),"['Action', 'Animation', 'Science Fiction']",51,Yoshihiro Ueda,Masako Nozawa,Daisuke Gôri,-,"$20,100,000.00",Japanese,PG
2771,2003,Apr,27,70,X2 (2003),"['Adventure', 'Action', 'Science Fiction']",133,Bryan Singer,Patrick Stewart,Hugh Jackman,"$110,000,000.00","$407,711,549.00",English,A
2772,2010,Feb,02,70,Planet Hulk (2010),"['Science Fiction', 'Animation', 'Action']",81,Jack Kirby,Rick D. Wasserman,Marc Worden,-,"$7,000,000.00",English,PG13
2773,2009,Nov,10,70,Dug's Special Mission (2009),"['Animation', 'Comedy', 'Family']",5,Ronnie del Carmen,Bob Peterson,Delroy Lindo,-,-,English,G
2774,1988,May,20,70,Willow (1988),"['Action', 'Adventure', 'Fantasy']",126,Ron Howard,Warwick Davis,Val Kilmer,"$35,000,000.00","$57,269,863.00",English,PG
